id,title,url
87,South Korea and US hold joint exercises; North does not retaliate,https://en.wikinews.org/wiki?curid=230164
88,French citizens told to leave Ivory Coast as UN warns of civil war,https://en.wikinews.org/wiki?curid=230803
89,"Obama signs landmark law overturning 'don't ask, don't tell'",https://en.wikinews.org/wiki?curid=230824
90,China prepared to support eurozone countries hit by financial crisis,https://en.wikinews.org/wiki?curid=230997
91,Berlusconi proposes January elections if government fails to gain parliamentary majority,https://en.wikinews.org/wiki?curid=231069
92,"Boat sinks off New Jersey coast, killing one",https://en.wikinews.org/wiki?curid=231311
93,Over 200 skiers trapped as lift breaks at Maine resort,https://en.wikinews.org/wiki?curid=232020
94,Sergei Sidorsky replaced as Belarusian prime minister,https://en.wikinews.org/wiki?curid=232054
95,"New Year’s Eve tornado slams northwest Arkansas, killing three",https://en.wikinews.org/wiki?curid=232638
96,"Ivory Coast expels British, Canadian ambassadors",https://en.wikinews.org/wiki?curid=234940
97,Former CIA agent indicted after leaking classified information,https://en.wikinews.org/wiki?curid=234970
98,Tucson gunman appears in court for Giffords shooting,https://en.wikinews.org/wiki?curid=236163
99,"NASA astronaut Tim Kopra, crew member of upcoming mission, sustains injury",https://en.wikinews.org/wiki?curid=238403
100,Chinese president Hu Jintao visits United States,https://en.wikinews.org/wiki?curid=238745
101,Over 400 attend Scottish singer-songwriter Gerry Rafferty's funeral,https://en.wikinews.org/wiki?curid=239546
102,"Premier of Tasmania, David Bartlett, resigns",https://en.wikinews.org/wiki?curid=239624
103,Indonesians charged with people-smuggling following Christmas Island wreck,https://en.wikinews.org/wiki?curid=240269
104,Ivory Coast trade embargo backed by US,https://en.wikinews.org/wiki?curid=240289
105,Boy arrested for murder after seventeen-year-old run over by bus,https://en.wikinews.org/wiki?curid=240541
106,"Massive anti-government protests in Egypt continue into second day, several killed",https://en.wikinews.org/wiki?curid=240748
107,"Car bomb kills at least three in Dagestan, Russia",https://en.wikinews.org/wiki?curid=240794
108,Australia announces levy bill to offset cost of Queensland floods,https://en.wikinews.org/wiki?curid=240875
109,"Egypt anti-government protests continue, Internet shut down",https://en.wikinews.org/wiki?curid=241316
110,Investigation launched after two military aircraft nearly collide with passenger airliner,https://en.wikinews.org/wiki?curid=243835
111,"South Sudan minister Milla shot, killed",https://en.wikinews.org/wiki?curid=244752
112,"City of Calgary, Canada removes fluoride from drinking water",https://en.wikinews.org/wiki?curid=244762
113,"Plane crash in Cork, Ireland kills six",https://en.wikinews.org/wiki?curid=244862
114,Pakistani court seeks Musharraf's arrest over Bhutto murder,https://en.wikinews.org/wiki?curid=245218
115,NASCAR: Kurt Busch wins 2011 Budweiser Shootout,https://en.wikinews.org/wiki?curid=245229
116,Indian foreign minister criticized after reading wrong speech at UN summit,https://en.wikinews.org/wiki?curid=245305
117,Australian town to change name to promote road safety,https://en.wikinews.org/wiki?curid=245819
118,Kuwait stateless protest for rights,https://en.wikinews.org/wiki?curid=245924
119,Strikeforce Challengers 14 MMA Results,https://en.wikinews.org/wiki?curid=246010
120,Guatemalan football executive shot dead after team meeting,https://en.wikinews.org/wiki?curid=246115
121,Ten children killed in Estonian orphanage fire,https://en.wikinews.org/wiki?curid=246128
122,Music duo The Bellamy Brothers accuse Britney Spears of plagiarism,https://en.wikinews.org/wiki?curid=246138
123,2011 'Pichileminian Week' ends,https://en.wikinews.org/wiki?curid=246175
124,NASCAR: Trevor Bayne wins the 2011 Daytona 500,https://en.wikinews.org/wiki?curid=246180
125,38 killed in attack on Afghan bank,https://en.wikinews.org/wiki?curid=246206
126,Australian Governor-General travels to Kuwait amidst terror threats,https://en.wikinews.org/wiki?curid=246235
127,Runways 'destroyed' at Libya’s Benina International Airport,https://en.wikinews.org/wiki?curid=246452
128,Anti-abortion activist Bernard Nathanson dies aged 84,https://en.wikinews.org/wiki?curid=246533
129,Bahrain Grand Prix cancelled amid political turmoil,https://en.wikinews.org/wiki?curid=246748
130,Space Shuttle Discovery launches on final mission,https://en.wikinews.org/wiki?curid=247020
131,Space Shuttle Discovery arrives at International Space Station,https://en.wikinews.org/wiki?curid=247343
132,Egyptian prime minister steps down; armed forces appoint former transport minister to position,https://en.wikinews.org/wiki?curid=248231
133,"Three law enforcement officers shot, one dead along with suspect, in St. Louis, Missouri standoff",https://en.wikinews.org/wiki?curid=248972
134,France first to recognise Libyan rebels as &quot;legitimate representatives of the people&quot;,https://en.wikinews.org/wiki?curid=249350
135,British MP reveals Fred Goodwin superinjunction,https://en.wikinews.org/wiki?curid=249474
136,U.S. February budget deficit is largest on record,https://en.wikinews.org/wiki?curid=249595
137,TEST PAGE:Self-publish yesterday,https://en.wikinews.org/wiki?curid=249959
138,Al Jazeera cameraman killed in eastern Libya,https://en.wikinews.org/wiki?curid=250034
139,US State department official resigns after Wikileaks comments,https://en.wikinews.org/wiki?curid=250042
140,Japanese tsunami impacts California coastal town,https://en.wikinews.org/wiki?curid=250055
141,Domestic economic impacts likely after Japanese earthquake,https://en.wikinews.org/wiki?curid=250062
142,Burger King CEO insults British women during speech to students,https://en.wikinews.org/wiki?curid=250076
143,2008 PeoPo Citizen Journalism Forum to prospect the vision of citizen journalism in Taiwan,https://en.wikinews.org/wiki?curid=104700
144,"Tunisia, South Korea partner to monitor air quality",https://en.wikinews.org/wiki?curid=104719
145,Shuttle Discovery moved to VAB ahead of May launch,https://en.wikinews.org/wiki?curid=104721
146,President of Afghanistan uninjured after assassination attempt,https://en.wikinews.org/wiki?curid=104780
147,Lakshmi Mittal tops Sunday Times Rich List,https://en.wikinews.org/wiki?curid=104785
148,Last Titan launch complex at Cape Canaveral demolished,https://en.wikinews.org/wiki?curid=104797
149,Vandals deface family crypt of Pierre Elliott Trudeau,https://en.wikinews.org/wiki?curid=104798
150,California wildfire forces evacuation of thousands,https://en.wikinews.org/wiki?curid=104805
151,Owner and manager of Moroccan factory arrested over 55-fatality fire,https://en.wikinews.org/wiki?curid=104807
152,"Wikinews Shorts: April 28, 2008",https://en.wikinews.org/wiki?curid=104825
153,PSLV rocket launches ten satellites,https://en.wikinews.org/wiki?curid=104826
154,Wikinews interviews Mr. Orange of IWL in Taiwan about wrestling,https://en.wikinews.org/wiki?curid=104827
155,Two trains collide in China killing dozens and injuring hundreds,https://en.wikinews.org/wiki?curid=104834
156,Journalists banned from Mount Everest,https://en.wikinews.org/wiki?curid=104845
157,Eos Airlines files for bankruptcy,https://en.wikinews.org/wiki?curid=104856
158,US Dept. of Justice IP address blocked after 'vandalism' edits to Wikipedia,https://en.wikinews.org/wiki?curid=104857
159,"Philadelphia Flyers beat Montreal Canadiens, 3-2",https://en.wikinews.org/wiki?curid=104885
160,2007/08 UEFA Cup: Fiorentina vs. Rangers F.C.,https://en.wikinews.org/wiki?curid=105073
161,Livingstone brands Boris 'a joke' in London mayoral elections,https://en.wikinews.org/wiki?curid=105098
162,"An Australian child's vocabulary: it's &quot;I&quot; before &quot;we&quot;, both before &quot;you&quot;",https://en.wikinews.org/wiki?curid=105125
163,Cuba announces shift of farm management to local level,https://en.wikinews.org/wiki?curid=105177
164,Bush calls for congress to make more money available for Food Aid,https://en.wikinews.org/wiki?curid=105191
165,Southern Sudan's defence minister among those killed in major plane crash,https://en.wikinews.org/wiki?curid=105210
166,Multifaith council commends Malaysian politician's comments on conversion to Islam,https://en.wikinews.org/wiki?curid=105227
167,2008 Computex Preview: A decisive battle for IT industry and trade show quality,https://en.wikinews.org/wiki?curid=105241
168,Police: Austrian children kept in dungeon were in 'oppressive' conditions,https://en.wikinews.org/wiki?curid=105257
169,Rescuers hunt Brazilian plane carrying four UK passengers,https://en.wikinews.org/wiki?curid=105300
170,NHL: Stars advance in eighth-longest playoff game,https://en.wikinews.org/wiki?curid=105308
171,Clinical signs a 'reliable measure' of HIV treatment progress,https://en.wikinews.org/wiki?curid=105309
172,UK PM pledges aid for Myanmar,https://en.wikinews.org/wiki?curid=105364
173,"Obama projected winner in North Carolina primary, Clinton wins Indiana by narrow margin",https://en.wikinews.org/wiki?curid=105393
174,Leader of Lord Our Righteousness Church jailed on charges of sexual contact with minors,https://en.wikinews.org/wiki?curid=105501
175,UN Secretary General releases new statement as UN aid starts to reach Myanmar,https://en.wikinews.org/wiki?curid=105517
176,Ignored warnings 'worsened' situation in Myanmar,https://en.wikinews.org/wiki?curid=105849
177,"Fighting continues in Tripoli, Lebanon",https://en.wikinews.org/wiki?curid=105869
178,Felipe Massa wins 2008 Turkish Grand Prix,https://en.wikinews.org/wiki?curid=105883
179,Polish humanitarian Irena Sendler dies at age 98,https://en.wikinews.org/wiki?curid=105948
180,Republic of Molossia announces new customs station,https://en.wikinews.org/wiki?curid=105952
181,Former Emir of Kuwait dies at age 78,https://en.wikinews.org/wiki?curid=105992
182,"Car crash on A37 near Bristol, two dead",https://en.wikinews.org/wiki?curid=105993
183,Five of six accused over 9/11 to be tried; charges against '20th hijacker' dropped,https://en.wikinews.org/wiki?curid=106001
184,Wikimedia Foundation receives copyright infringement claim from Mormon Church,https://en.wikinews.org/wiki?curid=106002
185,"News briefs:May 14, 2008",https://en.wikinews.org/wiki?curid=106065
186,Child virus outbreak reaches Beijing,https://en.wikinews.org/wiki?curid=106081
187,Predictable random number generator discovered in the Debian version of OpenSSL,https://en.wikinews.org/wiki?curid=106137
188,Germany selects squad for Euro 2008,https://en.wikinews.org/wiki?curid=106152
189,Guards at Nova Scotia jail refuse to work after asbestos discovery,https://en.wikinews.org/wiki?curid=106161
190,Q and A with New Zealand Prime Minister hopeful,https://en.wikinews.org/wiki?curid=106205
191,"13,000 people participate in Bristol running event",https://en.wikinews.org/wiki?curid=106268
192,"Ice hockey news: May 18, 2008",https://en.wikinews.org/wiki?curid=106296
193,20 killed and over 40 missing as overcrowded bus crashes into Nepal river,https://en.wikinews.org/wiki?curid=106315
194,Mourning ceremonies for earthquake begin throughout China,https://en.wikinews.org/wiki?curid=106325
195,Ted Kennedy diagnosed with brain tumor,https://en.wikinews.org/wiki?curid=106358
196,Abel prize 2008 awarded to John G. Thompson and Jacques Tits,https://en.wikinews.org/wiki?curid=106370
197,Fire damages building housing Berlin Philharmonic Orchestra,https://en.wikinews.org/wiki?curid=106420
198,Colombian rebel leader 'Karina' surrenders,https://en.wikinews.org/wiki?curid=106421
199,Malware from mass SQL injections confirmed by security experts,https://en.wikinews.org/wiki?curid=106428
200,Parties make final bids for Crewe and Nantwich voters,https://en.wikinews.org/wiki?curid=106439
201,"2008 YODEX Review: Varied competitions, Vast creations",https://en.wikinews.org/wiki?curid=106456
202,Swedish men suspected of nuclear plant sabotage released,https://en.wikinews.org/wiki?curid=106517
203,Indiana Jones returns to the screens,https://en.wikinews.org/wiki?curid=106524
204,Tornado kills one and injures 100 in northern Colorado,https://en.wikinews.org/wiki?curid=106536
205,Bangladesh reports first human case of H5N1 bird flu,https://en.wikinews.org/wiki?curid=106575
206,Rokot launches three Gonets satellites,https://en.wikinews.org/wiki?curid=106593
207,NOAA says Earth's oceans becoming more acidic,https://en.wikinews.org/wiki?curid=106602
208,Two men fined over 2006 German train crash that killed 23,https://en.wikinews.org/wiki?curid=106608
209,"New law to help asbestos sufferers in Victoria, Australia",https://en.wikinews.org/wiki?curid=106610
210,Seven Moroccans killed in bus crash in central France,https://en.wikinews.org/wiki?curid=106636
211,Israel scrambles fighters to intercept unresponsive aircraft carrying Tony Blair,https://en.wikinews.org/wiki?curid=106637
212,2008 USL First Division: Seattle Sounders vs. Vancouver Whitecaps,https://en.wikinews.org/wiki?curid=106643
213,English Football: Chelsea F.C. sack Grant,https://en.wikinews.org/wiki?curid=106650
214,2007/08 UEFA Women's Cup: FFC Frankfurt vs. Umeå IK,https://en.wikinews.org/wiki?curid=106667
215,Australian art gallery raided by police; photographer faces possible indecency charge,https://en.wikinews.org/wiki?curid=106723
216,Lebanon elects army chief as new president,https://en.wikinews.org/wiki?curid=106726
217,Fußball-Bundesliga 2008–09: Bayer Leverkusen appoint Labbadia as head coach,https://en.wikinews.org/wiki?curid=106742
218,Nine killed as Russian cargo plane crashes in Siberia,https://en.wikinews.org/wiki?curid=106755
219,Film director Sydney Pollack dies at age 73,https://en.wikinews.org/wiki?curid=106768
220,FIFA suspend Asian Cup football (soccer) champions Iraq,https://en.wikinews.org/wiki?curid=106776
221,Google claims that lawsuit threatens Internet,https://en.wikinews.org/wiki?curid=106785
222,At least 30 dead after bus crashes off cliff and into river in South Africa,https://en.wikinews.org/wiki?curid=106817
223,UK submarine hits rocks in Red Sea,https://en.wikinews.org/wiki?curid=106848
224,New Jersey court rules Spanish citizens can sue over ship asbestos,https://en.wikinews.org/wiki?curid=106849
225,Toilet on International Space Station breaks,https://en.wikinews.org/wiki?curid=106856
226,"Two MBTA Green Line trains collide in Newton, Massachusetts",https://en.wikinews.org/wiki?curid=106909
227,Court photos show FLDS leader Warren Jeffs with child brides,https://en.wikinews.org/wiki?curid=106936
228,Liverpool One retail development opens,https://en.wikinews.org/wiki?curid=106941
229,Strong earthquake strikes southwestern Iceland,https://en.wikinews.org/wiki?curid=106958
230,"News briefs:May 30, 2008",https://en.wikinews.org/wiki?curid=107033
231,American comedian Harvey Korman dead at age 81,https://en.wikinews.org/wiki?curid=107049
232,Britain,https://en.wikinews.org/wiki?curid=107101
233,Silverjet ceases operations and enters administration,https://en.wikinews.org/wiki?curid=107143
234,NASA says Phoenix spacecraft may have landed on ice,https://en.wikinews.org/wiki?curid=107152
235,News crew kidnapped and tortured by slum 'militia' in Brazil,https://en.wikinews.org/wiki?curid=107168
236,South Africa police staff arrested for fraud,https://en.wikinews.org/wiki?curid=107193
237,American musician Bo Diddley dies at age 79,https://en.wikinews.org/wiki?curid=107238
238,United States authorities bust multimillion dollar drug ring in New Jersey,https://en.wikinews.org/wiki?curid=107259
239,2008 COMPUTEX Taipei starts for the future of ICT industry,https://en.wikinews.org/wiki?curid=107267
240,"Indian 'guru' faces charges of fraud, drugs and rape",https://en.wikinews.org/wiki?curid=107331
241,Polish women's volleyball star Agata Mróz dies aged 26,https://en.wikinews.org/wiki?curid=107342
242,Fußball-Bundesliga 2008–09: Goalkeeper Butt signs with Bayern Munich,https://en.wikinews.org/wiki?curid=107348
243,Audio tape indicating Canadian PM involved in bribery alleged to be doctored,https://en.wikinews.org/wiki?curid=107370
244,U.S. Navy forced to give up on Burma relief,https://en.wikinews.org/wiki?curid=107388
245,Western Australian economy at crisis point say builders,https://en.wikinews.org/wiki?curid=107505
246,2008 DRAMeXchange Compuforum: Global DRAM market to be changed majorly,https://en.wikinews.org/wiki?curid=107669
247,"Eight dead and two missing after cargo ship fire in Kaliningrad, Russia",https://en.wikinews.org/wiki?curid=107704
248,Robert Kubica wins 2008 Canadian Grand Prix,https://en.wikinews.org/wiki?curid=107717
249,Long March 3B rocket launches Chinasat-9 satellite,https://en.wikinews.org/wiki?curid=107769
250,"Wikinews Shorts: June 10, 2008",https://en.wikinews.org/wiki?curid=107826
251,Plane crashes in Khartoum,https://en.wikinews.org/wiki?curid=107844
252,Four Boy Scouts killed in Iowa tornado,https://en.wikinews.org/wiki?curid=107932
253,Kai-fu Lee: Developers will rule the next-generation Internet world,https://en.wikinews.org/wiki?curid=107959
254,"Finland, Estonia and Greece ratify the EU's Treaty of Lisbon",https://en.wikinews.org/wiki?curid=107975
255,Cuba reforms wage laws to pay workers based on amount done,https://en.wikinews.org/wiki?curid=107977
256,UK drivers urged not to panic buy during delivery strikes,https://en.wikinews.org/wiki?curid=108029
257,Ireland rejects EU Lisbon Treaty,https://en.wikinews.org/wiki?curid=108048
258,Report finds LOT Airlines plane was lost over London due to pilot error,https://en.wikinews.org/wiki?curid=108057
259,"Tim Russert, NBC News &quot;Meet the Press&quot; moderator dies at age 58",https://en.wikinews.org/wiki?curid=108059
260,"Flooding closes highways in eastern Iowa, US",https://en.wikinews.org/wiki?curid=108082
261,Most complete dinosaur from Britain goes on display,https://en.wikinews.org/wiki?curid=108103
262,Australian Medical Association withdraws from NT Intervention,https://en.wikinews.org/wiki?curid=108128
263,Australian Government to pressure Asia to reduce fuel subsidies,https://en.wikinews.org/wiki?curid=108134
264,Nepal's royal palace now a public museum,https://en.wikinews.org/wiki?curid=108145
265,Protesters clash with police as Bush visits London,https://en.wikinews.org/wiki?curid=108157
266,Al Gore endorses Obama for US President,https://en.wikinews.org/wiki?curid=108195
267,US Midwest floods raise concerns about water quality,https://en.wikinews.org/wiki?curid=108201
268,West Australian Premier addresses gas crisis in televised broadcast,https://en.wikinews.org/wiki?curid=108208
269,Australian growth forecast reduced to 2.7%,https://en.wikinews.org/wiki?curid=108209
270,Over 50 dead after Iraq bombing,https://en.wikinews.org/wiki?curid=108235
271,Associated Press goes after bloggers for copyright violation,https://en.wikinews.org/wiki?curid=108265
272,Swedish Parliament passes electronic surveillance law,https://en.wikinews.org/wiki?curid=108335
273,Imperial Tobacco to cut over 2000 jobs,https://en.wikinews.org/wiki?curid=108349
274,Peacekeeping helicopter crash kills four in Bosnia,https://en.wikinews.org/wiki?curid=108403
275,Euro 2008: Netherlands vs. Russia,https://en.wikinews.org/wiki?curid=108452
276,Over 700 feared dead after ferry hit by typhoon,https://en.wikinews.org/wiki?curid=108477
277,Middle Eastern troops enter Bahrain after protests,https://en.wikinews.org/wiki?curid=250306
278,"Wildfire affects Lolol, Chile area; yellow alert lifted",https://en.wikinews.org/wiki?curid=250582
279,Israel seizes ship claimed to be carrying weapons for Gaza,https://en.wikinews.org/wiki?curid=250584
280,Japanese emperor makes live television appearance after earthquake,https://en.wikinews.org/wiki?curid=250670
281,"Owsley Stanley, icon of 1960s counterculture, dies at 76",https://en.wikinews.org/wiki?curid=250695
282,UK unemployment increases to 17-year peak,https://en.wikinews.org/wiki?curid=250760
283,Power line to Japanese nuclear plant completed,https://en.wikinews.org/wiki?curid=250988
284,UN Security Council approves Libya no-fly zone,https://en.wikinews.org/wiki?curid=251001
285,British electronica band Faithless to separate,https://en.wikinews.org/wiki?curid=251075
286,Part of California highway near Big Sur falls into the sea,https://en.wikinews.org/wiki?curid=251164
287,BBC DJ duo break radio record,https://en.wikinews.org/wiki?curid=251179
288,UN carries out first review of US human rights record,https://en.wikinews.org/wiki?curid=251192
289,French aircraft on flights over Libya; US missiles launched at targets,https://en.wikinews.org/wiki?curid=251317
290,Israel bombarding Gaza after Hamas mortar attack,https://en.wikinews.org/wiki?curid=251351
291,Ex US Secretary of State Warren Christopher dead aged 85,https://en.wikinews.org/wiki?curid=251392
292,Celebrity bear Knut dies suddenly at the Berlin Zoo,https://en.wikinews.org/wiki?curid=251409
293,Haiti votes in presidential runoff,https://en.wikinews.org/wiki?curid=251538
294,NASCAR driver Kyle Busch wins 2011 Jeff Byrd 500,https://en.wikinews.org/wiki?curid=251556
295,Existing US home sales fall 9.6% in February,https://en.wikinews.org/wiki?curid=251714
296,Guatemalan president and first lady apply for divorce,https://en.wikinews.org/wiki?curid=251847
297,Petition urges Apple to remove 'anti-gay' app,https://en.wikinews.org/wiki?curid=251953
298,Detroit’s population drops by one-fourth in the last decade,https://en.wikinews.org/wiki?curid=252189
299,Magnitude 6.8 earthquake strikes northeastern Myanmar,https://en.wikinews.org/wiki?curid=252293
300,"Tamil Nadu Elections: DMK, AIADMK promise freebies",https://en.wikinews.org/wiki?curid=252300
301,UK police find body of missing woman and search for another; suspect in custody,https://en.wikinews.org/wiki?curid=252313
302,Japanese earthquake death toll surpasses ten thousand,https://en.wikinews.org/wiki?curid=252412
303,Qatar becomes first Arab country to fly fighter jets over Libya,https://en.wikinews.org/wiki?curid=252515
304,Millions to turn off lights for Earth Hour tonight,https://en.wikinews.org/wiki?curid=252663
305,"Battle for Trafalgar Square, London as violence breaks out between demonstrators and riot police",https://en.wikinews.org/wiki?curid=252858
